index,text_a,text_b,preferred_text
58,092f9e1d38d071503ce396b5d523081c798bcd8cc596c57561eb7b0929879441,15386600aee5094b5e0a23977d169002cb7df1205e7a848e09f01296e19c54aa,text_b
21,64a6882c6172ac6730caab98fd00626d9083cf4a2b4a17871fd146495227f77f,727d64889d8b123e107360e04b7a62cf35acefec20a848a768fd0f4fb96af685,text_a
601,08122421fdcea3adaddc8382831aad62325e42d2baadbe0c44ab88577d097cd0,45372d3c55f0b5cc7c9163bdf2cd9e4eb8d9e3418e7858b3243eb06da4fe724a,text_b
463,ccf4c150b2b66723188654bc7706bc790deadaa096354e905e3c99479680356e,990c96bbed1085734bce84a02177da680534d7b04da8e1221ea779ca6fcbc652,text_a
5,4ed33f4e33bcf2b384ad5798056fd999c9c48c092c02254877d05808d4dc12fb,339c851cde4b6991c58a7756cb7fe65cec4ac78bd700a8c8301aa206120e0e1d,text_b
289,d9868696e2c7deb6d542399fecccd3b51e87b53e1017e262972a99fd2fff2f22,dfec32a804977dd43e57aab05ac24e0b167fb53bbcf7401d99884b72f3f99f22,text_a
526,3c86174e7d5e0d30dfc1f80723255e8eb4e17c71d24b395e5366103e12520e43,84278c5a7054bb773ce340d2e961591e0caaf789517498c550de0f4f347a4aa2,text_a
74,d480cfafa7f9afe3f82ea7c67784c4e84c82c79bbf35bd9b82b282e5e4d2c990,baef2454abbf8027c191b4aa7da21545b58e65279fb0c11d89eaae38e61f4349,text_a
147,740e1552bb5ccc1588d0f6abc37cd0c457ab196a2c55a715da6428b9b3558553,7bbcba571089e50f07075b88f52738a56f36633d525e821b4ab93601887269a8,text_b
415,e9b9593bc49ce78af929d78f180f5466c59e13002cc360e1623c140f4bd973c1,32da1626079dff5ffc41d6c627bf17125f7b03e8c898e88b4a69ff7333c53644,text_a
556,7a171efc6e54bcfecfe42e7629ef8db5fca620bd329c5e3607fdea34f2d10358,13e7fc7a9a46a5089bcf4d7f9658e56371d382f043470ea28db69c40abba4ebc,text_a
36,482dac8c21e9ecaf0fe441708863c28c1795102603e319c8c80a64cb38dbc5f9,718954aa6ea1927945bcbedf22f69eb4aef2cdd9a7e7e96dae0bed6ed92b3e1e,text_a
572,d66b30f275f21df7112e900edd17f453567d8d0e9704b8b15bc6dc29f5a3138e,4ac08b36e07bf301377b232d003433a77048d1613b49b2ada1f53aee1c282591,text_a
578,8e104f7c109e75babc44f9d4a4b15cc68f1a0c306a94699b0dc0570bff5872e0,fd6e6808aeb58f0fa5c5848e98df28500d039708f7ff1f89e2bbb62d7f19412a,text_a
33,2510d082755afcbfdba699c70ef16dee8f840b55d779508e9c6a90bb4eaa61c5,e71953d6a453b6bef47476d9bdc776cab35ccd2d30fae864c9e573426b9eaab1,text_a
9,0a5d4d797f1a7b338ec1dca12d38e343739ac5d8aff9a4ed75d9c8a1eb194f0d,75106ff2db91ca09a9b45c80e413da556bf3dad76b72b960273cfff95d4405af,text_b
592,eb0e9af755cc328154d1aad2f6ed654e63f9b1384823ad4d5d2e1e55f438e0e2,2ce56129f77b64923b6db89cfc240082124eba30b83bfb7bb2b2d50538f76da7,text_a
144,d7ba4581de67acd56e3c6030c04c073fd372fcd0de5acf9f1620899d944e1f42,26a1e88ebd8ad17130ed05149bfc6e4a17c3f27ab38334844488d0278836ba2e,text_a
44,d8b59c7d57b35a8e22970a0ace34114f8fd05fa9444f2ed5c0696f47a28919eb,9ae1ec0515c8b3f3e478f8e930076207ebb6a772f20d60488b1d047c95135dc0,text_b
206,40d0b717f74b5e4733c2d5015caaeafbe734750b19d24019663ea6bfca282e53,52a667e46542331d6870cb6d4e1b5d8050941530efba5be0007ae219ca9b36c5,text_a
606,0f702959f4fa28b5f862cfcc06eb57d4696fae5d9328c657a26b27f445f60eac,ba6038887abc72fd1ea70ea05bca611effa8827e31581b78c10fea7a80aa7544,text_a
156,566d4a722a260323ace3dacccc845dcbc379066c831d8930f90347953ef93a45,82aba453abe63ba6620c6707ec13e5038c50e36a29770d4d1de114e14af46f54,text_b
151,a795c3b1c5ffeaec53a0b96068f936d969d6044cf6c1bd89ef14d44f666224b0,88273b40844927b52e2924364652198226121dd50d929b28a248002843d97464,text_a
228,eb017fd6ac2fec77395cc638c52431d194b970f970b850735ed08b5bea485b09,6f8c2861c48f3ff4fb865a1ea027c6a8d81924fb9027710bcc8b455627943847,text_b
487,e4652456bfc7f0a5c21ec6db7d3fccd934b28c049bb61f918d5b38a9d16ddf5c,edc39153d81b6ab5751095268ee1081c3d3fdcc8f6609b27482e29531a9c497b,text_a
238,161673f06513e5d7deddbf1280d7491062cb973e5398e76318428f02c28eafda,91098fd622a75b648d16eb2fdfe74bb28450926252f83b7c8638c6dd69757754,text_b
189,c34fc4fff12e37add9457433e4a38abdc94e233cb044d5093de5c89afcefb16e,93a9085fefb8a18ae79f8843a45570941342adac9bc26bc208b86ee83c9285e9,text_b
481,a5a8d7d6d5d95a294ab36d8d79ef5284a386869082a4396bee014a8e1e462821,41fac9656d12b2abeb9514bdbfc2f2c3801eb13756b2f760cf70b9d0fdbfd1ec,text_b
493,e3f97d64ee0a5b0a72a701da8b46fd7f8f0f78d2e0f7be64590c7fecf6f60d8b,35bd683bd486779c0fa2ca33d324c9c93364ecaa35d760aba654fea5514f0099,text_b
257,edbe96ff55e8a01c61be6ce6cbc8252de31d8d65a0204866d473fcf8653e4106,a3f36522682dde13f0f48136f6ec8c2184507c00cba1382c0702fa641a06c56e,text_b
525,105dfd553b84cf99f00fda04416475c89709c7c1924001fdcfef125cc66e934a,51f9c4c302419dd5cbe51014a7dc60155984f9fbebb371756dcc0eaffd5481f0,text_b
356,9f0fa9b7c4c7fdddd43ad7f1c8b6334bdf85b0e2e3cd912b0c18505b0ff82cb6,39b4a3a98cc711cac6a840a873c66b647559aa6b23ccd3153d7725db4eec8864,text_a
580,a87a7f4953fc83ba28cdf2a90024a431672487c666c4f3031039d270e6413002,a829aad96bee2ee074539078ea57973d4c20ba3e46b7e370e40004f1b7cdcd73,text_a
184,a2b07095327c98c4936982630bfeae44d989881a8b3f93bab24e96310a111157,fd708d19b96634205e1f6cd055f40c884dd610c1a3b80eb3286213ba95fdcea3,text_b
515,392da6c73c1381cc8e7acdcc80f4d55902c403b8fa76591a9e12278509a9c4cf,4e9450e9f53f0a8d4df00ff56b4de0ab060a405d4ac4a6e6cb2c15ec01a7d24b,text_b
82,764082fda571ddb08a8d7b3b7d7f7e8f1eb173b289df3d41094727fcd2d19f9a,18679c753b8bf12474700acc65fc3f84e962c54517acd53f2973976c307bb43e,text_a
277,cee87dcec55a5f7b6e0bb9a34c972383413b428ccfdec96ff7c9dc85c544ae07,f4e1fe63580a8ad3320f2241af3511e42bcaf6c91b5791e5bf13038d8768f4f3,text_b
221,ba1d5746dc7e750ba24b61a4e146f6d2c1b2187a89bb5964986cf55b9dba57c8,651e9f46ecc06aae61d8edcfda26a02960c9759c5fe135e5c3914cc8642021f3,text_a
641,79b416a66dca5f03afe364577583f04125863f177e1602be38bcecd2e0d71591,584f53109e1a369bf4e71eae7851d3d5220912b487194c687d31077693bcaf6a,text_a
489,5ec4a314a58e293dce097a1fc37aee300346b9ed55b4269ab11733eb78386a88,bc518c40e41689a620b13ea999482b113a2cfe16975604690edd09f25eab01cd,text_a
538,6cc2c9e7535ffaa19da4b00f1e9cfa68982c803f9c39868b22b0aeac407cdff2,3e81b95c0b15e9842166170972b5d54b119fa96cbeaabbc91f33ab4fffaf1ddb,text_b
353,c705eed69fd7a7f9959b511724afffe334f15ae4533a55d049eb4f99475fd09a,c6d1b75b20a1b28429c78dd74fd2a25eecad6f18cd5ebd0bf1bab307396c81c4,text_b
145,7d41c2958733c45131b80f6c2d94d54a943c675983c5053e508b3a5dc45a44a7,20900c3ca4bb409101af80001aa6e9abe27f187868c6527f13a5079265dbaa2a,text_b
324,e69f8d438017327e88c7e26d460c0cbde0f56fcb04e8d4f2ddadbddf2c8c5252,40bc760b3abf489c3204a6cf7caf2c8ab378bed1a83a5d7898b6480a0040eaff,text_b
190,48dafdac7235dfbe0ee79196f6fd02f770e098a49d423fd512c3fd1a6472e06c,b85694d92f687fd6cbe803f6dbd182ac5a297b39c848a11858b3e5cce469e1c8,text_b
124,4fd398bd0c7730e29dba53f1ce43ae65ad9f229e11774043fabd2decc4092acb,93c6f0c7e835847502859e4e5cb97a81f7c84b2ddacfda96191338e060e98475,text_a
198,bd240d82f894e6844875a9a937b64ed58a1a022d780f6b51cbfd80307c3297b8,eb1cbd2cca65b065cee32d7fb873c3bd4b83a6763ead8be49cb839a928d861a8,text_b
479,e3e28b3785117e5be1ad4ed8e4ceda88e28cb20c2017828c8a7886cd1c634b58,aff9bc6b84168769834a527fc146bb49bf3ad5c13df4fe206c464561d39693a0,text_b
608,5729c64f012249185f8b015304de8905c716cef93ab4b5641571ebe26685334e,0c1a57387441e336decc20cdac2fbe0b4aaafc6d4811038d695c0c98518c93f2,text_a
112,271e86452dc576303989ac6f73fd32bce395b1a25e3d9d8360e742442778fcb0,4d4df5a9e947aaec07e84943ed83b50f3b6f089437aaf119e465711e7305ce47,text_a
320,ef7bbbcc5bfcbf6c7c2bd22ec535a307762b77623ad4150c6bc1841f516f9ff9,efc34df774361d21aa375fdec9ace1b0dae2562a8308f911cbe7e537c8e0e6b8,text_a
216,6660cc25f1e81be65d441768a401e750cc59473f3a86a9d4c30a8f236825f4f4,f3981079118889c7c4d3e16561a799b773099997da7263f9b43ceb07a9482007,text_b
212,db638785584bb65b17ae1767e609d4abf8723ee19aa31bc8c8c2f9d968059793,1140b1e130c48c53d76c4726e7b20b123e522a722303d61f333e6810613d6d48,text_b
262,2ec3d371a5ab6e9ef0ee97ef9ab5b7a5b2db9a67d78c1ada0433792925d8f067,3c96455aaceb153805011640b2cf6adb1a69913f0a5cf6cd7dcb53d6c0136b31,text_a
302,6e537dd72593693ed41b8c11011f18459c4f2c1e4fe43e261f841ccc891ac3c4,5a4d7a697d064bfa3008202b3d6f81d1ab90e161735537dd4a36393e50778f46,text_a
93,a060d04a3f5dee3c596c20a357cd0e4086c5ef31b79a195e6920ce706d571a2c,c281649aac9718376081d3e74fe9a3f09af32d72aa7e61d0e9f427381ff33bee,text_b
621,153b0bc13ea6f7b008b76393def78ea7ec57f398f2aadf9793d2212860d48de5,0f19c253cf30e027e8a4a141f17d8301285271512df4160cccb2af65440397e1,text_a
465,e762049329a4066d8202f17b14629feb6ed30b05c19c2ad5d8263e1d03739485,31f9094a06728af0b5ed1b46b657f3e52bfc92f0a1579e5154bd51d4ba214197,text_a
326,1a3c8d698c209c645b7fdd597071c5b88b1e03868e326adb85dbcb69840ce929,95e9afb8f4f87a9982a74a09705dd221d2c2b7bee73147ee8cd2912c21460d95,text_b
157,4433746cedfcb69061c2b234cd173635000ae2c1176bfc6858826b4904e92925,7891d0ef356e6fc136111ea550efb4df8d5ae2291b45ceee84576f108adcc097,text_b
407,d61a570cd02c08a5eafb3476f77e5dc44f4da73211365e4b254aeac046484e2a,d82acccc04e668157a2617e38eaa2a665faa82193c77ae2503aa8dc80ef08594,text_b
392,56c6e6e668a4f0b52fc8c801834877f053cad8e541a6b2367b4b3d877f785627,2e1a78b3534dc2e7fc8914ff65b6315a4f04f4b9ac56cfa6cb807ab116bcf9d5,text_b
332,8e07c259936ca38b40b3b966c58f41727ad53983826948be44f19c0ae0476803,beaab5f0a16f8343d3ebbc66cf3357a329fbca04412d6c4f07593f744818c655,text_a
459,55b2c9703ff63619af836f337d568c882c16293365b17df9146e2e19c1412c19,81a82e11e77cc4468a5cc360342970ed5157a30e8b377d23ef1ade0ee41fb760,text_b
518,2100379c729e7ebb6c7dabdd2b46cf61bee86f17d2c01cec463feddefa132201,87aeeaf7cc8da10aff2f452a5a9683610a2151d48dcebd627b6a9a33542df174,text_b
297,8319bee3e73f79545a479c66d4f8197f41aa6e2bbfaf1de4846a3c8283197359,7c5f310f87293594b51b3f16ca7a44d712c48372d75370930d63ec60b412c6d5,text_b
458,f0da83fe322d2b7ebf2b8730724aa05b6438ac32fd425174081cfd7b4c2beac4,633aeff9cc27c3fa095533cf23eca1bd678dc4d5fb7eae9c31bc07b09f87de7b,text_b
308,25c2c6e3d435e37d98440b8c44b9a7ef3681c2463ff54bce1a406c05f6f01a53,06e302840c79fe4633eb7c2fd9b1f48c79f99136627986f4f215da52f9ae69b8,text_b
497,b664ccf6db38cbaf5ceaa8b473a1baef0b809596dd9f67603e29a0447c94ec6a,c1da8e04f2ee0cdb391baabc15a9065801717dc10b0f6fa0af9d0ddd56414aa9,text_a
355,9f0fa9b7c4c7fdddd43ad7f1c8b6334bdf85b0e2e3cd912b0c18505b0ff82cb6,bb2d7b46eb22d6b5ab70a71abdd74759a8529699a34f55afc9721a271cd4a2c6,text_a
43,8d42e168dc2c272a48468a4593274b1ef9be739ccf208a33f72384532649c89c,1c8883b3f0b64800fd34e14af5f156fe03eef8fb4da8c0a614ee125cff8bd4b6,text_a
259,d641757444cb93c1cd5fb2a757cb37b6e54231c2daea4869d41f8e515f7cc600,338bde8b1c009f58e7a6dc82b156abd2c0a407af32e5d953908b1099581f2db0,text_b
182,52aaba69c1eb6772d5effb2542d0b5d68c819799fb7d60b5b864324d91258243,4f46728d80923f700623f16f7a99f01a020e27c10729c267821410b7c89da843,text_a
475,d8a99ae4510fbba3d976e825ba318bd6ca822e2ad606feb7b430be41112de1f0,7e76417bca09aec502b9adc7199150ce7389b50f5f4e67e965d2ae1625d8849b,text_a
319,ee03edefa5ced85aa68d9905e7b4012c9b24277e0c1a58c21e2a2f9a8d8043b3,6462376d4bc701a076170157ad038a8c68785b8a36f6d360ff883cb1cb7b8eeb,text_a
574,e77582c6d9ad49674bca7197a5912b6e340162f2a2d8929ab31d9c6568c787b5,2d92c74e9dda86e219d494a72491f55247eae6c7cc71ed689eeda7de0567793b,text_a
372,c533c7615271aa0911e61eaf920e19c7bdcf929145ad0da64379378d86e17584,35fc0ff2f5afcdb0c5aea4126fddfc19043db833b333085e36d349ffe0ea3f18,text_a
73,94a07fce8128bbaf05fbf6c866493cd46a9b51eb3fbcea8c473170103d884ea2,7c54ef1b3c474e6a4f0874c11f71142cb5248a850e78dcbab46182583be42d64,text_b
148,7a5cc2eeea95260767bbc1164a9343bf5e09f99e40571be05cc1d751c5652776,fb351870abf555112d49007f5c3b128c1f353de41650bd91a32b42bd5b48b00e,text_b
120,9b1af014a239349c3dd2df10ecf579ca87e07bc2695ccf183e4cc333f83d2530,a96834250d9c4b688fa3a88bf95b68be4a825532d02f9f37560170b41aca2e1a,text_a
571,d66b30f275f21df7112e900edd17f453567d8d0e9704b8b15bc6dc29f5a3138e,644682a38b5a53574db3683fab85718ffc51aa83228aedee849edf6bac15b8c4,text_a
8,f28225091167039d29e92353baac3d4512eb9fe81d1a103e34f650eaa3728b3d,17d45953043d33aac5d4967356f533763f01b8f295a23cf9963a4ad57c037f67,text_a
469,98e3631930ea0ae6d679a85794650c3db6667186727cd042e3d8c6d7997685cc,9f487030fa540958930a3ca01b41df6b1878629c4d00c154b65a8e69687b5e62,text_b
451,0b3cae29b94e370e64c01dd6ea33b7cfb8ec6c0dceb367889e4494dc8d51b1ca,452124bc7a3cca2af0c376e02345409a125f5cc651b7a5c285a8b6d31555a4e7,text_b
441,65c9abf4a993e27c5f7bbd16bca2c63144a077f3677c8066a18e5f1e43c04ce3,d6b4dd3d0f4626a445d1ace25ba076c29205192ebe760eb6b54a077666b09139,text_b
207,e638d0f75df6ee4074aed96be3cc10d4c39e7b946fea41416f885e64aa490285,c87ccaa957fcc3c85c1f65d7ebd21dd7eb2d069a8c44ab2f74c61a4c1544966f,text_a
196,25d9073a82713d36da0cf5a4b27a03baefab22a2a72753b6039d7b3866e2d9f7,d8bb90888d91182675af71f9d343928244c379a71736ae2624752142d9da2abd,text_a
230,5b982ea2fff3910520066575f399914f6adda78bbb1e0120a09b520fb0823814,f759eae4a5dd9af15f10b392c1698b3f859b69b16de5f1124ca6b47b963c461b,text_a
512,0e288269a78c4118a351325ffef5ca0ec7e8614a918638275b8953f703563539,a7528c2c583be4bfc88b50e4f053447e9ba23a7b20861bea85f391ce7e67e1bf,text_a
243,e6f424cabd6886310d293a8386cd495e7db3817449240d7a9aa768fe75f5337b,b58a23754607aa9e4b0db3a99a801afc54fbadfc2a6cc683730b2af008ae4d2a,text_b
586,637204e3014f488a134bea6fbe4c96e833fbe8771c42cc8eedda59096dadb4ab,d0d97e178ae7b6f0d8cc748daa850eab14a450f3d5a35d2d0dda5603d021e80c,text_b
14,46571f285d050fc12fa7cbf0263e33d3de644e08cff03013dee5cadd425162e2,dd270960292649feaf8ffcb74d92ed698e0730c7f3a935a9393fb5577f0f6caa,text_a
494,c505f6ec6dcffc973f2873d48a357e593573e9945431930257e7203b0bd8b2ff,1346940db9c0f574996491d507de5d9ce1c3a7256cf76965a4be1455d39bd368,text_b
138,a4bd64cd2d20cb15c1c6ad95ed4d04ec0030a1565dafce1579e08effb2821757,6d332b464dcb42180f4616ce6a45b6623c472f8c209ca62955a4c3537d8064d6,text_a
110,793d6a6c08226e2c06c4b6aabdf099cf466498599527297af5cf28f461190a80,0c9cfd7cd45b623c51b54e1aa6064a90575d35d04f38b42ef4678aded29c4adc,text_a
48,032a317dfce213415fefb4b97c2a84953d09244d52fa899657adbcb9219cd332,d87077a08be02d20244b895decf08280a7f5bcd77269b3c514fdf742b8ca8ebb,text_a
411,74b081fea08375b6471b3ad15fe592792c41bf89692c6f3012024644b50d540d,2ef6cfe062d9064763083f654514ca26494700b90e761388844435e2186a1f34,text_a
219,d4e296ae3fd7cab5f44fb78ba84bd123eab8d4a43867f7ab4250df9e655fcac8,9d4f30438a87a8ca8c021d86416da44b3c9191708d32250b5a8baf6a6ad15a53,text_b
610,0590dc2de7db5f2e5c87149e9257a87c3bd62642a547a755cccf1a5b43d0730d,9f75f7a2abd608c69709d6ed60dccecf99c900959766ac6b9f24a5eb833c9716,text_a
386,9d4f32cb72f7bc92b0552aeeaf54e30e41a39dad0d8df9ae1cb710d50f942130,07c4caf87e18644423b3fc6b7c75d07053e3b475adbc75c60ed04a99aa493b0b,text_a
617,04839bf0fedb9a30ae9a8615ac152b2efcb4c3aa36901a3ccce6cad6624d33e5,971114d3499f25a297c294e319f490ee46efa9c7506fd81a664c2af58dcc4236,text_b
261,5f6a16a030e90af91ac3f84055e4b55d921e791283fb3d0fd442c2670a6332d8,4271385d104fc1cf3e513f1a416d79a663085c135bb698f04006721bc268ac3f,text_b
388,ad0419317f79ac601437a799064811171438498484aff0f437de3eddd2d962ad,3ed800a9df5db6796b7e2d97a54b7c91911ce7e50aa1372710984bba783bd7b2,text_a
541,2a454d7cd69bf7f4d6eb8c39443d76814cd8e2f759379a54d8d2eea9e0e341a5,7ed6ef08e1d63a831a5f319f57f32318b1045c99269049efba17fe398e99d83d,text_a
191,2245193dbe5e3756dc354a086295aff5d681e6435fd88b1d847394878689d780,8d56214f932862432ac50da036ae4344e0999c1c8dff38fbd75b49625ad83305,text_b
511,dc72ceb97a36c885c4930b79b154be047742a3b3eef071d0946078c7b79ee4ea,c25afbdcba63a5a098c283b7917283f861213da83f18ef275d5f90e4e40e5e8d,text_b
192,a5614178fdb155d4165171bdd84558846f9428a3bc3e6302e3d1554399f3506d,8c4f60899934a049571044414715f083792a96cab6a8134dd7269d017521dce4,text_b
583,96df2bf13d3053c19bf7c1286de00ad15ce34c5ddf407c95d7aa577fd15cc2d5,f524e67f3ceb271b70a88f99c7f4a7504d0f8430e95bdf78258c936220ed2862,text_a
373,12598c6a35f6b00cb6f2fe0d8115a97ed35bddd2f27c1108bd3bbfc68bfc29bd,46eb80d97ffe6f1d1e4cdbb13bac31c6e63afb656f4c8ac55110ff2dcd488563,text_a
162,180a0e8a205386d25c5e462efcc885b7d699dfa20094c1240f1dbf6c661d78d4,b6b36c56ad22dfad7483cab98578490407386cb66b7e64859848035c5d3a5801,text_b
480,fdafacd453e4398f5710bf89fefc84c80345c4c6ea596939a5c51bd6ae27bf22,cbed5ae14359b159a1fc5fe6c9898e13e48022e9886392dbedbd941c7a860563,text_a
128,d26286f5c0bb192bac2a93b711a3528ac9239264186f969d769acef9b3f8284b,22544bc6e8b256380e898815530d63274ec87c9333859e843cf0810bf9cb5bb6,text_b
187,ca8f9190cc1ed3f8abd804b59d18aa8d2e472346eb4264de9ce9441f7c9e618d,a3f7eb4320812305a0608188beaf3c43ed9f0913cb5485d2f90c475a9027f7f1,text_a
313,c451aee6afe42cadbe6a28b1f53e1752559fb779f4e3be37b0ce9a402ca5fdb7,7d3a5dd4f4f3e35af983e9c2067c5befb325a38407a629aa7cde55b334291bf2,text_b
614,365ad7a9b5f3f69086269dc4e20dcc38467a4fe71f5b8c00cba133c0fdee6af2,3361e50f74298ff858a8c87e1e151a37bccc78ecb54a324140cfffcda31561fd,text_b
130,4a50e4b59e7fd2cd0d70b43d0efb011e12898db8a1cba5ec94dc9e7cd3b7bf09,a6844766d0486c6b2c311a503d4f5241e70635723fafd293af24d4bb9f792c89,text_b
532,6ad080ede051836e58313a3b058effe4c960b2de4d32886f2bb645d65858602c,a524158182ebd353312101a103a9756ac2212f35a673635030e3f83eecfad785,text_b
161,cadc60f7a8ffd3e4d3c9ea2a51d1150334e3cdc4131bda86aed4e9d64a8dd9af,0e4e19ad54c699af04113127d59046e7a791fc2744d7618cd42a45a622554abb,text_b
242,1b78c15be5ed75ad3e1057383a18c2570e1aa7ba1558177d8efa8a5b3bfe50e5,1eaed4fc7db14422f1b44c8b9f37a77be396020b107990e4b174b99b4655a9d6,text_a
265,6d44c0639f9aa2545df6fa9d75acd84ae0a9ecb5a277fe4e77219aef7ef9bcfc,7a7caeb816273bb0799737663fcb731d7ff105eda3f4881951c78b00c3ebb01a,text_a
322,30aae37c4ec2083b4310d2bb6767a59324f5fa8585b8cac0bb7bd3be17629bb3,bf749eb859e7e19abeae71dee1ca26fa79779a13d1ca954cb3b67593b414dbd3,text_b
399,c9362aefb72f4432b95ab7d37414cd4ab6ec4e4614e2f821872583059bc52fd9,5a2b23f5e43dc8bf81a6b8ad6acd35556e991f588efd99eb81cd4dbc9e52cb54,text_a
391,b0743c2d6333c2a0bf5180645c4b6181f9948af1c79a70d531ffd19380546d71,26c78b479063f630575a3d57a107fd7119923efa398580eda044a2423592fb4d,text_b
456,2ae02b1ec76c8404b1090d4d0f5c57feb4db9110f97528f7244f2f972a1a1e6b,e86ebc1537048210a6838c001113669684a79805299cfa51058202376e94d800,text_a
548,fab14c09974b27a3c9de671fb6b3d67a19b01d1ad6bd569dee4c47b3fd290bda,08f9d259f51326f5ed3a6228f94d552cbf505ace352a81055789e2047bafcbb0,text_a
514,747c222ab574e8ff37ae5544b9eb04d8cbccc346bd394e59a3d8fe584d55f2c3,aee349922f754eb0ee4e70cdadeb2767eae06eb5fb5b5c588febba820577ed81,text_a
368,63ad10a9f8810c16a368d06627bd8c9e4b7fb7e1568dd1eddb1fde31282b7920,86b04610952e5c73b62ca6be0ff957cc456af7112f33dc79913035e35bfffd09,text_a
166,89071c1dbd485891a4a7524660103fca0ccbe8347fb7eaf5ecc3511f47f09130,ee94f780b46dc1a67640731e66735af94f02fa4a393bd08580a4b0b4add740fb,text_a
395,a5aac230071ea29668848ab4a7c32151377875884aeef7ba7b1c7509cf10f2ef,a02c7d1e3a6dbfcd057fc6ecd3351505a7e90bc46bab78d68a23f214cd540b06,text_a
295,c2572cff29658361f47d29b523d67866f7c9e1a55a26041ff116131fc9bdb83f,fa3edca476166d8a1bd52e78142c672ed67748974a8bef69488a587f2b52239b,text_a
551,411190c1b4eeed487b99c83706508bff7b93b47ba75b4d2f7286a6545a1ac01f,e2ae26de728f563b4e9d0cad1e833e93efc2109f41238a05f77032dd1f04555f,text_b
290,4bb9d5ac296b6d36751ee1744f0e4318130571d829fd0ea10ac617413c867eed,4115e1a5507f70c31d2fedf0f958f823ca9b5524346d91c77a682b70f2c5820e,text_b
170,0e1e16ffb88c746a1974f3a816249176feb388bf5ec91abe1ef48a32224b064c,a5c2173f81c72add36da800c88fd4848e1a72d74be4217c624db1d12947327cf,text_a
547,7697a11631c03b0d03751075155d6d87b5525555dcc3acc18e21303483563b06,794f1eaacab6a5173d24a8c94831b148d2fbee6742790bb21b378af6f4a06f0e,text_a
375,fda83357eba42597cbfe0b38b12ea728e886c41e25feb7d5af2a74d1e2c8d4d2,2533a9ea3dee6a7083fa1bc89d9103173a16224226700585c9535925072d0eea,text_a
593,eb0e9af755cc328154d1aad2f6ed654e63f9b1384823ad4d5d2e1e55f438e0e2,0f9c7d4137e55b48b200003423a6f8d5ad4b455baf50c46757c8d06a9f8bc84f,text_a
490,5b1834587ec10ec05ba90257ce8671604ea92c485a93527e53dc1b9c2294466a,4c4ad0f1595fd47759c44d4d13a52a21c5f7f9ac47176d35d41ba639c63825ab,text_a
379,a97176061121687409d0ca7d270918b2996d3d0cda9af5729306a1a99e98c81a,d00555ccd1210e9ca55b0a1e5bcb916fa480589ca21cc7df9da234b9be55757a,text_a
461,09060951e5049d4c4c89c380b4411db04e542c64cd9bc21538fbee6c5ad2d93a,8bccbda04bfc6453fe3f3afb4b2938b1dd5e879e8ff5ebddd96fab22d1937610,text_a
382,91d6a4ff57496779737cda656a24220033cb6e1cd945349e2a15eff27627c0d5,a0b5ec64fb37c1de6332e89c14c98de807ec134e5b2a1e1a14d0558625d7b8ba,text_b
478,09eb3e303458ff4d3db4936d1dc9ff16f5660797dfbaaa7f943eedc962ca762b,bae54e85f63439cabefb35ac11572e67b4ee645e6c05403da8790767842af817,text_b
445,cd9fb67e60e7c309411c82417ae74352ba6bb270e55677ae2a42c86cbb833ff8,d41ecdb9cf7834ee04d37c15a924371391439dab4f21df123fb87949ab13dc54,text_a
149,554d2e86a1d442694c04007377d2f732d3d5de970ac75c51daefa60248e39773,9509e2015195f5e98aa6c22995fb1a37d3c45eae6ed8b2ee73197346fb7b1ed7,text_a
233,fb777137769785067fb3cc1e0e995028f4599ed3091c0a10e004e6fcb38efb5f,8684f11f7f293bb43b4613b731dc9af0eafde64199e96dafbb38b83679cd6cdc,text_a
402,112132bbecd282021e8ae651d63e89fa96e0f7eca1fe008437464e609b3baaa6,8e9c482873c98f43ad8d9969540f370566a11293559d99e312e4334c7b6a9417,text_a
561,48c33f5247c7339a74290494f9d11741bbf9276e49f3d2b7698030cdbdd449cf,4d8f8fdd6ff69b4acf4a9cb4b242bdba64ed7076ddd729ec15e1445ad3a358cf,text_a
632,9e288b3ac9cff1f78b6e2d5efb188b6ed7585084ed26239587d04a41c71846f6,0dc76fd60750876e8a5ad35f9c275da7f61bda1f37c9242c613b37347fdfda3c,text_b
626,2c8a08274657beaf57456a69524f04181d364854c4d4506894210b509ea4d3e3,c101caeb3e22b84fbe6b545c62b144e4272ab616e8382488836b80e55c9ab909,text_b
467,bc4edd60ff576d3ec572180e3e109319e04e310595fff208cf1a29873a4be9ea,3138d383fc846007d5d648df6e824adb1d76eb7a1a2536920ab09d0f3924f945,text_b
307,ed050ce8cb4d2fcc250d920aa6ed20d4eb01edff54edcb21b25b225792c75901,c23c64c5b94ae3a75f54fd4946a1e0e4b6c9fbb4e1528f626e0bd1d0d3db6ac0,text_b
408,ea0ddf5735427abde7bf0ec78cf4db25edf50308c9022575b20146172800cf27,9d71df231293ba0d15ab767feea61c00046f336cc42e8a37a313865c09e8b1aa,text_a
213,ffb64cb4fe1f683a16b9cbb03330db1c5a5e2d85b9cea3b40922c10db9d58ba0,20506eaadf76fe5fdbeaf9a3fe91756901bab4cafc173592716b3d2a60da1f1c,text_b
