index,text_a,text_b,preferred_text
3866,"n = int(input())
if n % 2 == 0:
    print(-1)
else:
    a = [i for i in range(n)]
    b = a.copy()
    c = [(2 * i) % n for i in range(n)]
    print(*a)
    print(*b)
    print(*c)
","n = int(input())
if n % 2 == 0:
  print(-1)
else:
  print(*range(n))
  print(*range(n))
  print(*map(lambda x: x * 2 % n, range(n)))",text_b
3867,"from collections import deque
from sys import stdin, stdout

def bfs(n, graph, bfs_order):
    visited = [0] * (n + 1)
    queue = deque([1])
    visited[1] = 1
    bfs_index = 1

    while queue:
        node = queue.popleft()
        unvisited = [child for child in graph[node] if not visited[child]]
        expected = bfs_order[bfs_index:bfs_index + len(unvisited)]
        if set(unvisited) != set(expected):
            return False
        bfs_index += len(unvisited)
        queue.extend(expected)
        for child in expected:
            visited[child] = 1
    return True

n = int(stdin.readline())
graph = [set() for _ in range(n + 1)]
for _ in range(n - 1):
    u, v = map(int, stdin.readline().split())
    graph[u].add(v)
    graph[v].add(u)
bfs_order = list(map(int, stdin.readline().split()))
stdout.write(""Yes\n"" if bfs(n, graph, bfs_order) else ""No\n"")
","n = int(input())
graph = [set() for tr in range(n+2)]
i = 1
while i < n:
	x, y = list(map(int, input().split()))
	graph[x].add(y)
	graph[y].add(x)
	i += 1
a = iter(map(int, input().split()))
try:
	assert next(a) == 1
	q = [1]
	for v in q:
		gv = graph[v]
		gv1 = tuple(gv)
		for tr2 in gv1:
			u = next(a)
			assert u in gv
			gv.remove(u)
			graph[u].remove(v)
			q.append(u)
	print(""Yes"")
except AssertionError:
	print(""No"")
",text_b
3868,"import sys
from heapq import *
n, m, k = map(int, sys.stdin.readline().split())
flights = [list(map(int, sys.stdin.readline().split())) for _ in range(m)]
flights.sort()
arrive = [10**9]*n
depart = [10**9]*n
arrive_time = [0]*n
depart_time = [10**6]*n
arrive_sum = [0]
depart_sum = [0]
for d, f, t, c in flights:
    if t == 0:
        if c < arrive[f-1]:
            arrive_sum.append(arrive_sum[-1]-arrive[f-1]+c)
            arrive[f-1] = c
            arrive_time[f-1] = d
    else:
        if c < depart[t-1] and d > depart_time[t-1]:
            depart_sum.append(depart_sum[-1]-depart[t-1]+c)
            depart[t-1] = c
            depart_time[t-1] = d
arrive_sum = arrive_sum[1:]
depart_sum = depart_sum[1:]
depart_sum.reverse()
depart_time.reverse()
i = 0
j = 0
while i < len(arrive_sum) and j < len(depart_sum):
    if arrive_time[i]+k <= depart_time[j]:
        i += 1
        j += 1
    else:
        j += 1
if i == len(arrive_sum):
    print(-1)
else:
    print(min(arrive_sum[i:])+min(depart_sum[:j])*n)
","N,M,K = map(int,input().split())

INF = 10**6+1
from collections import defaultdict

incoming = defaultdict(list)
outgoing = defaultdict(list)

for _ in range(M):
  d,f,t,c = map(int,input().split())
  if t == 0:
    incoming[d].append((c,f-1))
  if f == 0:
    outgoing[d].append((c,t-1))

incoming_dates = sorted(incoming.keys())
outgoing_dates = sorted(outgoing.keys(),reverse=True)



Li = []
mark = [False]*N
cnt = 0
costs = [0]*N
total_cost = 0

for d in incoming_dates:
  for c,x in incoming[d]:
    if mark[x]:
      if costs[x] > c:
        total_cost += c-costs[x]
        costs[x] = c
    else:
      mark[x] = True
      cnt += 1
      costs[x] = c
      total_cost += c

  if cnt == N:
    Li.append((d,total_cost))


Lo = []
mark = [False]*N
cnt = 0
costs = [0]*N
total_cost = 0

for d in outgoing_dates:
  for c,x in outgoing[d]:
    if mark[x]:
      if costs[x] > c:
        total_cost += c-costs[x]
        costs[x] = c
    else:
      mark[x] = True
      cnt += 1
      costs[x] = c
      total_cost += c

  if cnt == N:
    Lo.append((d,total_cost))

Lo.reverse()


if not Li or not Lo:
  print(-1)
  return


# print(Li,Lo)

from bisect import bisect

best = float('inf')

for d,c in Li:
  i = bisect(Lo,(d+K+1,0))
  if i >= len(Lo):
    break
  else:
    best = min(best,c+Lo[i][1])

if best == float('inf'):
  print(-1)
else:
  print(best)",text_b
3869,"import math

def solve(w, h, a):
    if w < h:
        w, h = h, w
    if a > 90:
        a = 180 - a
    a = math.radians(a)
    if a >= math.atan(h / w):
        return h * h / math.sin(a)
    else:
        return w * h - (math.pow(w, 2) + math.pow(h, 2) - math.pow(w * h * math.sin(a), 2) / 4) / 2

w, h, a = map(int, input().split())
print(""{0:.15f}"".format(solve(w, h, a)))
","from math import sin, cos, tan, atan, pi


def main():
    w, h, a = map(int, input().split())
    a = min(a, 180 - a) * pi / 180
    if h > w:
        h, w = w, h
    if h * (1 + cos(a)) < w * sin(a):
        res = h * h / sin(a)
    else:
        res = h * w - ((w - h * tan(a / 2)) ** 2 * tan(a) + (h - w * tan(a / 2)) ** 2 * tan(a)) / 4
    print('{:.9f}'.format(res))


def __starting_point():
    main()
__starting_point()",text_b
3870,"def solve():
    n, m = map(int, input().split())
    a = []
    b = []
    for _ in range(n):
        s, x = input().split()
        x = int(x)
        if s == ""ATK"":
            a.append(x)
        else:
            b.append(x)
    a.sort()
    b.sort()
    c = list(map(int, input().split()))
    c.sort()
    ans = 0
    while a and c and c[-1] >= a[0]:
        ans += c[-1] - a[0]
        a.pop(0)
        c.pop()
    while b and c and c[-1] > b[-1]:
        b.pop()
        c.pop()
    if b:
        print(ans)
    else:
        ans += sum(c)
        print(ans)


solve()
","n, m = map(int, input().split())
u = [[], []]

for q in range(n):
    p, s = input().split()
    u[p == 'ATK'].append(int(s))

d, a = [sorted(q) for q in u]
v = sorted(int(input()) for q in range(m))
k, s = 0, sum(v)

i = j = 0
for q in v:
    if i < len(d) and q > d[i]:
        s -= q
        i += 1
    elif j < len(a) and q >= a[j]:
        s -= a[j]
        j += 1
if i + j - len(a) - len(d): s = 0
for q in v:
    if k < len(a) and q >= a[k]: k += 1

x = y = 0
v.reverse()
for i in range(k):
    x += a[i]
    y += v[i]
    s = max(s, y - x)
print(s)",text_b
3871,"import sys
from collections import defaultdict

def solve():
    n, m = map(int, input().split())
    l = list(map(int, input().split()))
    s = list(map(int, input().split()))
    c = list(map(int, input().split()))
    l = [(l[i], s[i]) for i in range(n)]
    l.sort(reverse=True)
    dp = [[-sys.maxsize] * (n + 1) for _ in range(n + 1)]
    dp[0][0] = 0
    for i in range(n):
        for j in range(i + 1):
            dp[i + 1][j + 1] = max(dp[i + 1][j + 1], dp[i][j] + c[l[i][0]] - l[i][1])
            dp[i + 1][j] = max(dp[i + 1][j], dp[i][j])
        for j in range(i + 2, 0, -1):
            dp[i + 1][j - 1] = max(dp[i + 1][j - 1], dp[i + 1][j] + c[l[i][0] + 1])
    print(max(dp[n]))

solve()
","import sys
input = sys.stdin.readline

n,m=list(map(int,input().split()))
A=list(map(int,input().split()))
C=list(map(int,input().split()))
P=list(map(int,input().split()))

DP=[[-1<<30]*(n+1) for i in range(5001)]
# DP[k][cnt] = Aのmaxがkで, そういう人間がcnt人いるときのprofitの最大値

for i in range(5001):
    DP[i][0]=0

for i in range(n-1,-1,-1):
    a,c = A[i]-1,C[i]

    for j in range(n,-1,-1):
        if DP[a][j]==-1<<30:
            continue
        
        if DP[a][j] - c + P[a] > DP[a][j+1]:
            DP[a][j+1] = DP[a][j] - c + P[a]

            x, w=a, j+1
            while x+1<n+m:
                if DP[x+1][w//2] < DP[x][w] + w//2 * P[x+1]:
                    DP[x+1][w//2] = DP[x][w] + w//2 * P[x+1]

                    x,w=x+1,w//2
                else:
                    break

ANS=0
for i in range(5001):
    ANS=max(ANS,DP[i][0],DP[i][1])

print(ANS)


                    
                

        

    



    

",text_b
3872,"def solve(s):
    if len(s) % 2:
        return s
    else:
        s1 = solve(s[:len(s)//2])
        s2 = solve(s[len(s)//2:])
        if s1 < s2:
            return s1 + s2
        else:
            return s2 + s1

s1 = input().strip()
s2 = input().strip()

if solve(s1) == solve(s2):
    print(""YES"")
else:
    print(""NO"")
","def main():
    a = list(input())
    b = list(input())

    n = len(a)
    k = n
    while k % 2 == 0:
        k = k // 2

    while k != n:
        pairs = n // (k * 2)
        for i in range(0, pairs * 2, 2):
            if a[k * i:k * (i + 1)] > a[k * (i + 1):k * (i + 2)]:
                a[k * i:k * (i + 1)], a[k * (i + 1):k * (i + 2)] = a[k * (i + 1):k * (i + 2)], a[k * i:k * (i + 1)]
            if b[k * i:k * (i + 1)] > b[k * (i + 1):k * (i + 2)]:
                b[k * i:k * (i + 1)], b[k * (i + 1):k * (i + 2)] = b[k * (i + 1):k * (i + 2)], b[k * i:k * (i + 1)]
        k *= 2

    if a == b:
        print('YES')
    else:
        print('NO')


main()
",text_b
3873,"n = int(input().strip())
if n % 4 > 1:
    print(""NO"")
else:
    print(""YES"")
    for i in range(1, n + 1, 4):
        for j in range(i + 1, min(n + 1, i + 4)):
            for k in range(i, j):
                print(k, j)
    for i in range(2, n + 1, 4):
        for j in range(i + 1, min(n + 1, i + 4)):
            for k in range(i, j):
                print(k, j)
","n = int(input())
p = lambda a,b: print(a+1,b+1)
if n % 4 > 1:
	print(""NO"")
else:
	print(""YES"")
	for i in range(n%4,n,4):
		for x in range(2):
			for j in range(i): p(j,i+2*x)
			p(i+2*x,i+2*x+1)
			for j in range(i,0,-1): p(j-1,i+2*x+1)
		p(i,i+3)
		p(i+1,i+2)
		p(i,i+2)
		p(i+1,i+3)
",text_b
3874,"n, m = map(int, input().split())
files = [input() for _ in range(n)]
to_delete = list(map(int, input().split()))
to_delete = [files[i-1] for i in to_delete]
pattern = list(to_delete[0])
for file in to_delete[1:]:
    if len(file) != len(pattern):
        print('No')
        exit(0)
    for i in range(len(file)):
        if file[i] != pattern[i]:
            pattern[i] = '?'
for file in files:
    if file not in to_delete:
        if len(file) == len(pattern) and all(file[i] == pattern[i] or pattern[i] == '?' for i in range(len(file))):
            print('No')
            exit(0)
print('Yes')
print(''.join(pattern))
","m,n=list(map(int,input().split()))
s=[input().strip() for i in range(m)]
a=list([int(x)-1 for x in input().split()])
stmpl=s[a[0]]
f=1
def peres(s1,s2):
	return ''.join([i if i==j else '?' for i,j in zip(s1,s2)])
for i in a:
	if len(stmpl)!=len(s[i]):
		f=0
		break
	stmpl=peres(stmpl,s[i])
for i,e in enumerate(s):
	if i in a:
		continue
	if len(stmpl)==len(e) and stmpl==peres(stmpl,e):
		f=0
		break
if f:
	print('Yes')
	print(stmpl)
else:
	print('No')
",text_b
3875,"MOD = 10**9+7
N = int(input())
A = list(map(int, input().split()))
A.sort()
dp = [0]*(N+1)
dp[0] = 1
for a in A:
    ndp = dp[:]
    for i in range(N):
        if a >= i+1:
            ndp[i+1] += dp[i]
            ndp[i+1] %= MOD
    dp = ndp
print(sum(dp[i]*i%MOD for i in range(N+1))%MOD)
","from itertools import permutations
from bisect import bisect_left
inf = 10 ** 18
mod = 10 ** 9 + 7


def nCr(n, r, mod=10**9+7):
    if r < 0 or r > n:
        return 0
    res = 1
    div = 1
    r = min(r, n - r)
    for i in range(r):
        res = res * (n - i) % mod
        div = div * (i + 1) % mod
    return res * pow(div, mod-2, mod) % mod


def calc_lis(A):
    L = [A[0]]
    for a in A[1:]:
        if a > L[-1]:
            L.append(a)
        else:
            L[bisect_left(L, a)] = a
    return len(L)


def enum(N, A):
    diff = [A[0]] + [r - l for l, r in zip(A[:-1], A[1:])]
    dp = [[0] * (N + 1) for _ in range(N + 1)]
    dp[0][0] = 1
    for i in range(1, N + 1):
        for j in range(i, N + 1):
            for k in range(i - 1, j + 1):
                dp[i][j] += dp[i - 1][k] * nCr(diff[i - 1], j - k)
                dp[i][j] %= mod
    return dp[N][N]


def main():
    N = int(input())
    A = list(map(int, input().split()))

    pair = [(0,)]
    for _ in range(1, N):
        nxt = []
        for p in pair:
            v = p[-1]
            nxt.append(p + (v,))
            nxt.append(p + (v+1,))
        pair = nxt

    ans = 0
    for p in pair:
        sz = p[-1] + 1
        for order in set(permutations(p)):
            arr = [inf] * sz
            for i, a in zip(order, A):
                arr[i] = min(arr[i], a)
            for i in reversed(range(sz - 1)):
                arr[i] = min(arr[i], arr[i + 1])
            ans += enum(sz, arr) * calc_lis(order)
            ans %= mod
    for a in A:
        ans *= pow(a, mod - 2, mod)
        ans %= mod
    print(ans)


main()",text_b
3876,"import sys
input = sys.stdin.readline
sys.setrecursionlimit(10**7)
mod = 10**9+7

N = int(input())
G = [[] for _ in range(N+1)]
for _ in range(N-1):
    a, b = map(int, input().split())
    G[a].append(b)
    G[b].append(a)

size = [0]*(N+1)
dp = [[0]*(N+1) for _ in range(N+1)]
dp[0][0] = 1
for i in range(N):
    dp[i+1][0] = 1
    for j in range(i+1):
        dp[i+1][j+1] = (dp[i+1][j+1] + dp[i][j]) % mod
        dp[i+1][j+1] = (dp[i+1][j+1] + dp[i][j+1]) % mod

def dfs(v, p=-1):
    size[v] = 1
    tmp = [0]*(N+1)
    tmp[0] = 1
    for u in G[v]:
        if u == p:
            continue
        dfs(u, v)
        for i in range(size[v], -1, -1):
            for j in range(size[u]+1):
                tmp[i+j] = (tmp[i+j] + dp[size[u]][j]*tmp[i]) % mod
        size[v] += size[u]
    for i in range(size[v]+1):
        dp[v][i] = tmp[i]

dfs(1)
ans = 0
for i in range(N+1):
    if i % 2 == 1:
        continue
    ans = (ans + dp[1][i]) % mod
print((pow(2, N, mod) - ans + mod) % mod)
","import sys

sys.setrecursionlimit(5001)
MOD = 10 ** 9 + 7

n = int(input())
links = [set() for _ in range(n)]
for line in sys.stdin.readlines():
    x, y = list(map(int, line.split()))
    x -= 1
    y -= 1
    links[x].add(y)
    links[y].add(x)

double_factorial_odd = [0] * (n // 2)
prev = 1
for i in range(n // 2):
    prev = double_factorial_odd[i] = (2 * i + 1) * prev % MOD


def dfs(v, p):
    ret = [0, 1]
    for u in links[v]:
        if u == p:
            continue
        res = dfs(u, v)
        lt, ls = len(ret), len(res)
        mrg = [0] * (lt + ls - 1)
        for i in range(1 - lt % 2, lt, 2):
            c = ret[i]
            for j in range(1 - ls % 2, ls, 2):
                mrg[i + j] = (mrg[i + j] + c * res[j]) % MOD
        ret = mrg

    if len(ret) % 2 == 1:
        ret[0] = -sum(pattern * df % MOD for pattern, df in zip(ret[2::2], double_factorial_odd)) % MOD

    return ret


print((MOD - dfs(0, -1)[0]))
",text_b
3877,"def solve(n, l, r):
    def count_ones(n, l, r):
        if n == 0 or r <= 0 or l > n:
            return 0
        m = (n + 1) // 2
        if r <= m:
            return count_ones(m, l, r)
        elif l > m:
            return count_ones(m, l - m, r - m)
        else:
            return count_ones(m, l, m) + count_ones(m, 1, r - m)
    return count_ones(2 ** n.bit_length(), l, r)

n, l, r = map(int, input().split())
print(solve(n, l, r))
","
import sys
#sys.stdin=open(""data.txt"")
input=sys.stdin.readline

n,l,r=list(map(int,input().split()))

a1=0

layers=1
while layers*2<=n: layers*=2

# abacaba pattern
for i in range(l,r+1):
    layer=layers
    while i%2==0:
        layer//=2
        i//=2
    if (n//layer)%2==1:
        a1+=1
    #print(i,n&layer)

print(a1)
",text_b
3878,"import sys
from itertools import combinations

def solve():
    n, m = map(int, input().split())
    if m == n * (n - 1) // 2:
        print(0)
        return
    g = [0] * n
    for _ in range(m):
        u, v = map(int, input().split())
        u -= 1
        v -= 1
        g[u] |= 1 << v
        g[v] |= 1 << u
    for i in range(n):
        g[i] |= 1 << i
    dp = [float('inf')] * (1 << n)
    dp[0] = 0
    for mask in range(1 << n):
        for submask in range(mask):
            if submask & mask == submask and dp[mask] > dp[mask ^ submask] + 1:
                dp[mask] = dp[mask ^ submask] + 1
    print(dp[(1 << n) - 1])
    mask = (1 << n) - 1
    while mask:
        for submask in range(mask):
            if submask & mask == submask and dp[mask] == dp[mask ^ submask] + 1:
                print(bin(mask ^ submask).count('1'), end=' ')
                mask ^= submask
                break
    print()

solve()
","from collections import defaultdict
def count(x):
    c=0
    while x > 0:
        c+=1
        x &= (x-1)
    return c

n,m=list(map(int,input().split()))
g=defaultdict(list)
for _ in range(m):
    u, v = list(map(int,input().split()))
    u-=1;v-=1
    g[u].append(v)
    g[v].append(u)

mask1=0;mask2=0;MAX=(1<<n)-1
a=[0]*(1 << n)
dp=[MAX]*(1 << n)
if m == (n*(n-1))//2:
    print(0)
    return
for i,j in list(g.items()):
    mask1  = (1 << i);mask2=0;mask2 |= mask1
    for k in j:
        mask2 |= (1 << k)
        
    dp[mask2]=mask1
    a[mask1]=mask2
    
for i in range(0,(1 << n)-1):
    if dp[i] != MAX:
        #print('HEllo')
        temp = dp[i] ^ i 
        for j in range(n):
            if temp & (1 << j) != 0:
                nmask = i | a[(1 << j)]
                dp[nmask]=dp[i] | (1 << j) if count(dp[i] | (1 << j)) < count(dp[nmask]) else dp[nmask]
                
ans = []
for i in range(n):
    if dp[-1] & (1 << i) != 0:
        ans.append(i+1)
print(len(ans))
print(*ans)
",text_b
3879,"n = int(input())
a = list(map(int, input().split()))
for i in range(n):
    while a[i] % 2 == 0:
        a[i] //= 2
    while a[i] % 3 == 0:
        a[i] //= 3
if len(set(a)) == 1:
    print(""Yes"")
else:
    print(""No"")
","def i23(x):
    while x%2==0:
        x//=2
    while x%3==0:
        x//=3
    return x == 1
import fractions
from fractions import gcd
x = int(input())
y = list(map(int, input().split(' ')))

gcdx = y[0]
for i in y:
    gcdx = gcd(i, gcdx)

for i in y:
    if not i23(i/gcdx):
        print(""No"")
        quit()
print(""Yes"")
",text_b
3880,"n = int(input())
a = list(map(int, input().split()))
a.sort()
if n % 2 == 1 or a.count(0) > 0:
    print(sum(map(abs, a)))
else:
    print(sum(map(abs, a)) - 2 * min(map(abs, a)))
","n = int(input())
a = list(map(int, input().split()))

abs_a = [abs(v) for v in a]
neg = sum(v < 0 for v in a)
if n % 2 == 1 or neg % 2 == 0 or any(v == 0 for v in a):
    print(sum(abs_a))
else:
    print(sum(abs_a) - 2 * min(abs_a))
",text_b
3881,"def solve(n, q, a, b):
    dp = [[0]*6 for _ in range(n+1)]
    dp[1][0] = 1
    for i in range(2, n+1):
        for j in range(6):
            for k in range(q):
                if b[k] == chr(ord('a')+j):
                    dp[i][j] += dp[i-1][ord(a[k][0])-ord('a')] * dp[i-1][ord(a[k][1])-ord('a')]
    return dp[n][0]

n, q = map(int, input().split())
a = []
b = []
for _ in range(q):
    ai, bi = input().split()
    a.append(ai)
    b.append(bi)
print(solve(n, q, a, b))
","n, q = list(map(int, input().split()))
go = dict()
for i in range(q):
    fr, to = input().split()
    go[fr] = to

ans = 0

for i in range(6 ** n):
    cur = i
    s = ''
    for j in range(n):
        s += chr(ord('a') + (cur % 6))
        cur //= 6

    while len(s) > 1:
        fr = s[:2]
        if fr not in go:
            break
        s = go[fr] + s[2:]

    if s == 'a':
        ans += 1

print(ans)
",text_b
3882,"MOD = 10**9 + 7
n = int(input().strip())
C = [[0 for _ in range(n+1)] for _ in range(n+1)]
C[0][0] = 1
for i in range(1, n+1):
    C[i][0] = 1
    for j in range(1, i+1):
        C[i][j] = (C[i-1][j-1] + C[i-1][j]) % MOD
dp = [0 for _ in range(n+1)]
dp[0] = dp[1] = 1
for i in range(2, n+1):
    dp[i] = pow(2, pow(2, i-1, MOD-1), MOD)
    for j in range(1, i):
        dp[i] -= C[i][j] * dp[j] % MOD
        dp[i] %= MOD
print(dp[n])
","from math import factorial
cat = [1, 1]
p = 10**9 + 7
n = int(input())
ans = 0
fac = [1]
mat = [[0 for i in range(n + 1)] for j in range(n + 1)]


mat[0][0] = 1
for i in range(1, n + 1):
    mat[i][0] = mat[i - 1][i - 1]
    for j in range(i):
        mat[i][j + 1] = (mat[i][j] + mat[i - 1][j]) % p

print(mat[n][n - 1] % p)
",text_b
3883,"a, b = map(int, input().split())
if a < b:
    print(-1)
elif a == b:
    print(a)
else:
    k = a // (2 * b)
    if a % (2 * b) <= b:
        print(a / (2 * k))
    else:
        print(a / (2 * k + 1))
","n,m=map(int,input().split())
if m>n:print(-1)
else:
	q=int((1.+n/m)/2.)
	v=(m+n)/(2*q)
	print(v)",text_b
3884,"n = int(input())
m = int(input())
a = list(map(int, input().split()))
b = list(map(int, input().split()))
a = a[::-1] + a
b = b[::-1] + b
f = [0] * (2 * n + 1)
f[0] = m
for i in range(1, 2 * n + 1):
    f[i] = (f[i - 1] + a[i - 1] - 1) / a[i - 1]
    if i != 2 * n:
        f[i] = (f[i] + b[i] - 1) / b[i]
if f[n] < m:
    print(-1)
else:
    print(f[2 * n] - m)
","#      
import collections, atexit, math, sys
from functools import cmp_to_key
#key=cmp_to_key(lambda x,y: 1 if x not in y else -1 )

sys.setrecursionlimit(1000000)
def getIntList():
    return list(map(int, input().split()))    

import bisect 
try :
    #raise ModuleNotFoundError
    import numpy
    def dprint(*args, **kwargs):
        print(*args, **kwargs, file=sys.stderr)
    dprint('debug mode')
except ModuleNotFoundError:
    def dprint(*args, **kwargs):
        pass


def memo(func):  
    cache={}  
    def wrap(*args):  
        if args not in cache:  
            cache[args]=func(*args)  
        return cache[args]  
    return wrap

@memo
def comb (n,k):
    if k==0: return 1
    if n==k: return 1
    return comb(n-1,k-1) + comb(n-1,k)

inId = 0
outId = 0
if inId>0:
    dprint('use input', inId)
    sys.stdin = open('input'+ str(inId) + '.txt', 'r') #标准输出重定向至文件
if outId>0:
    dprint('use output', outId)
    sys.stdout = open('stdout'+ str(outId) + '.txt', 'w') #标准输出重定向至文件
    atexit.register(lambda :sys.stdout.close())     #idle 中不会执行 atexit
    
N, = getIntList()
M, = getIntList()
za = getIntList()
zb = getIntList()

if 1 in za or 1 in zb:
    print(-1)
    return
    

def trywork(fuel):
    for i in range(N):
        now = fuel + M
        cost = now / za[i]
        fuel-=cost
        if fuel <0: return False
        now = fuel +M
        cost = now / zb[ (i+1)%N]
        fuel-=cost
        if fuel<0: return False
    return True

r0 = 0
r1 = 10**9+1


while r1-r0 > 1e-7 and (r1-r0) *10000000 >r1:
    m = (r1+r0)/2
    f = trywork(m)
    if f:
        r1 = m
    else:
        r0 = m

print(r1)
    









",text_b
3885,"n = int(input())
print(n // 2)
","n = int(input())
print((n-1) // 2)",text_b
3886,"import sys
input = sys.stdin.readline
q = int(input())
queries = [list(map(int, input().split())) for _ in range(q)]
s = ""What are you doing at the end of the world? Are you busy? Will you save us?""
a, b, c = ""What are you doing while sending '"", ""'? Are you busy? Will you send '"", ""'?""
f = [len(s)]
for i in range(1, 55):
    f.append(f[-1]*2 + len(a) + len(b) + len(c))
def solve(n, k):
    if n == 0 or k <= len(a):
        return a[k-1] if n == 0 or k <= len(a) else b[k-len(a)-1]
    if k <= len(a) + f[n-1]:
        return solve(n-1, k-len(a))
    if k <= len(a) + f[n-1] + len(b):
        return b[k-len(a)-f[n-1]-1]
    if k <= len(a) + f[n-1]*2 + len(b):
        return solve(n-1, k-len(a)-f[n-1]-len(b))
    if k <= len(a) + f[n-1]*2 + len(b) + len(c):
        return c[k-len(a)-f[n-1]*2-len(b)-1]
    return '.'
for n, k in queries:
    sys.stdout.write(solve(n, k) if n < 55 and k <= f[n] else '.')
","f0 = 'What are you doing at the end of the world? Are you busy? Will you save us?'
ft1, ft2, ft3 = 'What are you doing while sending ""', '""? Are you busy? Will you send ""', '""?'

flen = [2 * 10 ** 18] * (10 ** 5 + 1)
flen[0] = len(f0)
for i in range(1, 56):
    flen[i] = len(ft1) + len(ft2) + len(ft3) + 2 * flen[i-1]

def ans(n, k):
    while True:
        if n == 0:
            return f0[k]
        if k < len(ft1):
            return ft1[k]
        k -= len(ft1)
        if k < flen[n-1]:
            n -= 1
            continue
        k -= flen[n-1]
        if k < len(ft2):
            return ft2[k]
        k -= len(ft2)
        if k < flen[n-1]:
            n -= 1
            continue
        k -= flen[n-1]
        return ft3[k]

q = int(input())
a = ''
for _ in range(q):
    n, k = list(map(int, input().split()))
    k -= 1
    if k >= flen[n]:
        a += '.'
        continue
    a += ans(n, k)
print(a)
",text_b
3887,"s = input().strip().split()
n = int(s[-1])
s = s[:-2]
p = [i for i in range(len(s)) if s[i] == '+']
m = [i for i in range(len(s)) if s[i] == '-']
if len(p) + 1 - len(m) > n or len(p) + 1 < n - len(m):
    print('Impossible')
else:
    print('Possible')
    a = [1] * (len(s) + 1)
    d = n - len(p) - len(m) - 1
    for i in p + [-1]:
        while d > 0 and a[i + 1] < n:
            a[i + 1] += 1
            d -= 1
    d = n - sum(a[i + 1] for i in p) + sum(a[i + 1] for i in m)
    for i in m:
        while d > 0 and a[i + 1] < n:
            a[i + 1] += 1
            d -= 1
    for i in range(len(s)):
        print(a[i], s[i], end=' ')
    print(a[-1], '=', n)
","#!/bin/python3

a = input()
while a:
    expr, n = a.split('=')
    n = int(n.strip())
    pos = 1
    neg = 0
    sg = [1]
    for c in expr:
        if c == '+':
            pos += 1
            sg.append(1)
        elif c == '-':
            neg += 1
            sg.append(0)
    csum = pos - neg
    rez = []
    for i in sg:
        if csum < n:
            if i > 0:
                v = min(n-csum, n-1)
                csum += v
                rez.append(1+v)
            else:
                rez.append(-1)
        else:
            if i > 0:
                rez.append(1)
            else:
                v = min(csum - n, n-1)
                csum -= v
                rez.append(-1-v)
    if csum == n:
        print(""Possible"")
        ans = str(rez[0])
        for j in rez[1:]:
            ans += "" "" + (""+"" if j > 0 else ""-"") + "" ""
            ans += str(abs(j))
        ans += "" = "" + str(n)
        print(ans)
    else:
        print(""Impossible"")
    break
    a = input()
",text_b
