Query,Response - text_a,Response - text_b,Locale,Category,Difficulty Level,Scenario Category,Task Type,Prompt Id,Payload Type,Prompt Length,Data Source,"Safety OPR text_b,text_a","Satisfaction OPR text_b,text_a","Satisfaction Δ text_b,text_a","Harmfulness Δ text_b,text_a","Instruction Following Δ text_b,text_a","Conciseness Δ text_b,text_a","Truthfulness Δ text_b,text_a","Is Too Short Flag Δ text_b,text_a","Is Too Long Flag Δ text_b,text_a",Satisfaction text_a,Satisfaction text_b,Harmfulness text_a,Harmfulness text_b,Instruction Following text_a,Instruction Following text_b,Conciseness text_a,Conciseness text_b,Truthfulness text_a,Truthfulness text_b,Is Too Long Flag text_a,Is Too Long Flag text_b,Is Too Short Flag text_a,Is Too Short Flag text_b,Skips All Count,Skips Expertise Mismatch Count
What is the University of Texas MD Anderson Cancer Center?,"The University of Texas MD Anderson Cancer Center, located in Houston, Texas, is one of the world's leading cancer research and treatment institutions, founded in 1941. It is part of the University of Texas System and is recognized for its comprehensive cancer care, ranking consistently among the top cancer hospitals in the United States according to U.S. News & World Report. MD Anderson is known for its innovative research programs, including the development of targeted therapies and immunotherapies, with notable figures such as Dr. James Allison, who won the Nobel Prize in Physiology or Medicine in 2018 for his work on cancer immunotherapy. The center also hosts the annual ""Moon Shots Program,"" launched in 2012, aimed at accelerating the development of new therapies for various types of cancer. With over 22,000 employees and a patient population exceeding 140,000 annually, MD Anderson is dedicated to cancer prevention, research, and education.","The University of Texas MD Anderson Cancer Center, located in Houston, Texas, is one of the world's leading cancer research and treatment institutions, founded in 1941. It is part of the University of Texas System and is recognized for its comprehensive cancer care, ranking consistently among the top cancer hospitals in the United States according to U.S. News & World Report. MD Anderson is home to over 23,000 employees, including more than 1,000 faculty members, and it conducts extensive research, with an annual budget exceeding $2 billion dedicated to cancer research. The center is known for pioneering treatments and therapies, such as immunotherapy, and has been instrumental in developing groundbreaking clinical trials, including those led by notable researchers like Dr. James Allison, who won the Nobel Prize in Physiology or Medicine in 2018 for his work in cancer immunotherapy. Additionally, MD Anderson hosts events like the annual ""Moonshot"" initiative, launched in 2014, aimed at accelerating cancer research and reducing cancer deaths by 50% over the next 25 years.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000023,-,-,-,0.000,1.000,22.222,0.000,0.000,0.000,33.333,0.000,0.000,100.000,77.778,0.000,0.000,100.000,100.000,100.000,100.000,100.000,66.667,FALSE,FALSE,FALSE,FALSE,0,0
"What is the video game company, ""Rockstar Games""?","Rockstar Games is a prominent video game developer and publisher known for creating some of the most successful and critically acclaimed video game franchises in the industry. Founded in December 1998, it is a subsidiary of Take-Two Interactive and has its headquarters in New York City. The company is best known for the ""Grand Theft Auto"" series, with ""Grand Theft Auto V"" (released in September 2013) becoming one of the best-selling video games of all time, selling over 185 million copies worldwide. Another significant franchise is ""Red Dead Redemption,"" with ""Red Dead Redemption 2"" launching in October 2018 and receiving widespread acclaim for its storytelling and open-world design. Key figures in the company include Sam Houser, one of the co-founders, and Dan Houser, who played a crucial role in writing and producing many of the games. Rockstar Games is also known for its controversial themes and immersive gameplay, often set in fictionalized versions of real-world locations, such as Los Santos (based on Los Angeles) and Liberty City (based on New York City). The company has received numerous awards, including multiple BAFTA Game Awards and Game Developers Choice Awards. Rockstar's commitment to high-quality production values and engaging narratives has solidified its reputation as a leader in the gaming industry.","Rockstar Games is a prominent video game developer and publisher known for creating some of the most successful and critically acclaimed franchises in the industry. Founded in December 1998, it is a subsidiary of Take-Two Interactive and has its headquarters in New York City. The company is best known for the ""Grand Theft Auto"" series, with ""GTA V,"" released in October 2013, becoming one of the best-selling video games of all time, selling over 185 million copies. Another significant franchise is ""Red Dead Redemption,"" with the sequel, ""Red Dead Redemption 2,"" released in September 2018, receiving widespread acclaim for its storytelling and open-world design. Key figures in the company include Sam Houser and Dan Houser, co-founders who played crucial roles in shaping Rockstar's creative direction. Rockstar Games has also been involved in controversies, particularly regarding the mature themes and violence depicted in its games. The company operates several studios worldwide, including Rockstar North in Edinburgh, Scotland, which developed the majority of the ""GTA"" series. Overall, Rockstar Games has had a profound impact on the gaming landscape, pushing the boundaries of narrative and open-world gameplay.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000011,-,-,-,0.000,0.000,-11.111,0.000,0.000,-16.667,0.000,0.000,0.000,88.889,100.000,0.000,0.000,100.000,100.000,83.333,100.000,100.000,100.000,FALSE,FALSE,FALSE,FALSE,0,0
What is the Y2K bug?,"The Y2K bug, also known as the Millennium Bug, was a computer programming issue that arose as the year 2000 approached, primarily due to the widespread practice of using two digits to represent the year, which could lead to systems interpreting ""00"" as 1900 instead of 2000. This concern was highlighted by figures such as Peter de Jager, a Canadian consultant who raised awareness about the potential problems in the 1990s, predicting failures in systems ranging from banking to utilities. Major events leading up to January 1, 2000, included extensive testing and remediation efforts by companies and governments worldwide, with estimates of costs reaching up to $600 billion in the United States alone. On New Year's Eve 1999, many people were on high alert, with some even stockpiling supplies in anticipation of possible disruptions, while locations like the United Nations held special meetings to address the issue. Ultimately, when the clock struck midnight on January 1, 2000, most systems transitioned smoothly, with only minor glitches reported, leading to a sense of relief and a sense that the extensive preparations had been successful.","The Y2K bug, also known as the Year 2000 problem, arose from the practice of using two digits to represent the year in computer systems, which led to concerns that these systems would interpret the year 2000 as 1900. As the millennium approached, businesses and governments worldwide, including the United States and the United Kingdom, invested billions of dollars to update their software and hardware to prevent potential failures. Notable figures in the tech industry, such as William Gater, emphasized the importance of addressing the issue, leading to widespread awareness and preparation. On January 1, 2000, many anticipated catastrophic failures in critical systems, but thanks to extensive remediation efforts, the transition occurred with minimal disruption. However, some minor glitches were reported, such as a malfunction in the automated systems of a few airlines and a temporary issue with the New Zealand stock exchange, but these were largely manageable and did not lead to significant crises.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000030,-,-,-,0.000,-0.333,-11.111,0.000,0.000,0.000,0.000,0.000,0.000,88.889,100.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000,FALSE,FALSE,FALSE,FALSE,0,0
What led to Frank Lloyd Wright’s design choice for the circular shape of the Guggenheim Museum in New York City?,"Frank Lloyd Wright's design choice for the circular shape of the Guggenheim Museum, completed in 1959, was influenced by his desire to create a space that encouraged a new way of experiencing art. Commissioned by Solomon R. Guggenheim, the museum was intended to house a collection of modern art, and Wright envisioned a continuous, flowing space that would allow visitors to engage with the artwork in a more organic manner. The spiral ramp, which ascends gently from the ground floor to the skylight at the top, reflects Wright's philosophy of organic architecture, where the structure harmonizes with its surroundings.

Wright was inspired by natural forms, particularly the nautilus shell, which informed the museum's curvilinear design. He aimed to break away from traditional museum layouts, especially that of Italian museums, that often compartmentalized art into separate rooms, instead creating a single, cohesive gallery space. The museum's construction began in 1956, and despite facing criticism during its development, it ultimately became an iconic symbol of modern architecture. Due to the complexity of the unconventional plans, the rising costs almost prevented the building from being finished. Nevertheless, the Guggenheim Museum opened to the public on October 21, 1959, shortly after Wright's death, solidifying his legacy as a pioneer of architectural design.","Frank Lloyd Wright's design choice for the circular shape of the Guggenheim Museum, completed in 1959, was influenced by his desire to create a space that encouraged a new way of experiencing art. Commissioned by Solomon R. Guggenheim, the museum was intended to house a collection of modern art, and Wright envisioned a continuous, flowing space that would allow visitors to engage with the artwork in a more organic manner. The spiral design, which rises from the ground to the skylight, reflects Wright's philosophy of organic architecture, where the structure harmonizes with its surroundings.

Wright was inspired by the natural forms found in nature, such as shells and the spiral of the nautilus, which he believed could create a more immersive experience for viewers. The museum's unique shape also allowed for a single, continuous ramp that eliminates the need for traditional galleries, encouraging visitors to ascend through the space while viewing art along the way. This innovative approach was a departure from conventional museum layouts, which often compartmentalized artworks into separate rooms.

The Guggenheim Museum's construction began in 1956 and was completed shortly before Wright's death in April 1959. The building's distinctive design has since become an iconic symbol of modern architecture in New York City, attracting millions of visitors each year. Wright's vision for the Guggenheim was not just about housing art; it was about creating an experience that reflected the fluidity and dynamism of modern life.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000006,-,-,-,-0.333,-0.333,-11.111,0.000,0.000,0.000,0.000,0.000,0.000,88.889,100.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000,FALSE,FALSE,FALSE,FALSE,0,0
What took place during the Berlin Wall construction in 1961?,"The construction of the Berlin Wall began on August 13, 1961, as a response to the mass emigration of East Germans to West Berlin, which had become a symbol of freedom during the Cold War. The East German government, led by Walter Ulbricht, sought to stem the tide of defections, which had reached approximately 3.5 million people since the end of World War II. On that day, soldiers and workers erected barbed wire barriers along the border, which quickly evolved into a concrete wall. 

By August 14, 1961, the wall was fortified with guard towers and a ""death strip"" designed to deter escape attempts. The construction was met with international condemnation, particularly from the United States, where President John F. Kennedy expressed his disapproval, stating that the wall was a ""denial of human rights."" Over the following months, the wall was completed, measuring about 96 miles in length, effectively dividing East and West Berlin. 

The wall became a physical manifestation of the Iron Curtain, symbolizing the ideological divide between the communist East and the democratic West. Notably, the first person to be killed trying to cross the wall was Peter Fechter, an 18-year-old East German, who was shot on September 17, 1962, highlighting the deadly consequences of the division. The Berlin Wall would stand until its fall on November 9, 1989, marking a significant turning point in the Cold War.","The construction of the Berlin Wall began on August 13, 1961, as a response to the mass exodus of East Germans to West Berlin, which had reached approximately 2.7 million people since the end of World War II. The East German government, led by Walter Ulbricht, sought to stem this flow and solidify its control over East Germany. In the early hours of that Sunday morning, East German soldiers and police began erecting barbed wire barriers along the border, which would later evolve into a concrete wall. 

By the end of the day, the initial barrier had been established, effectively sealing off West Berlin from East Berlin and the surrounding East German territory. The construction was met with mixed reactions; while many East Germans were angered, some West Berliners expressed relief at the end of the chaos caused by the mass migrations. The wall was officially referred to as the ""Anti-Fascist Protection Rampart"" by the East German government, framing it as a necessary measure against Western aggression. Over the following months, the wall was fortified with concrete blocks, guard towers, and a no-man's land, which would later become known as the ""death strip."" The Berlin Wall would stand for 28 years, becoming a powerful symbol of the Cold War and the division between East and West.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000017,-,-,-,0.000,-0.667,-11.111,0.000,0.000,-16.667,-33.333,0.000,0.000,44.444,55.556,0.000,0.000,100.000,100.000,66.667,83.333,33.333,66.667,FALSE,FALSE,FALSE,FALSE,0,0
What was the architectural inspiration behind the design of the Leaning Tower of Pisa?,"The Leaning Tower of Pisa, officially known as the Campanile di Pisa, was inspired by Romanesque architectural styles prevalent in the 11th and 12th centuries. Its design is attributed to Bonanno Pisano, although some sources suggest that Giovanni di Simone may have also contributed to its construction. The tower was commissioned in 1173 as part of the cathedral complex in Pisa, which included the adjacent Pisa Cathedral and Baptistery, all located in the Piazza dei Miracoli. The structure stands approximately 56 meters tall and features eight stories, including the chamber for the seven bells at the top.

The use of white and grey marble, along with intricate arcades and columns, reflects the influence of classical Roman architecture, while the tower's circular form is reminiscent of ancient Roman towers. Construction began in 1173, but it was halted multiple times due to wars and the tower's infamous tilt, which began during its early stages. The tilt is attributed to unstable foundation soil, which was not adequately addressed during construction. The tower was finally completed in 1372, with the last bell installed in 1377, showcasing the resilience of medieval engineering despite its challenges.","The Leaning Tower of Pisa, officially known as the Campanile di Pisa, was inspired by Romanesque architecture, characterized by its rounded arches and sturdy pillars. Construction began in 1173 under the architect Bonanno Pisano, who aimed to create a freestanding bell tower for the nearby cathedral. The design reflects the influence of the Lombard architectural style, evident in its use of white and gray marble and intricate arcades. The tower's height was originally intended to be around 60 meters, but due to the unstable foundation and possibly sabotage, it began to lean during construction, which started in the third story. 

The project was interrupted multiple times, notably during the wars between Pisa and its rival city-states, which delayed its completion until 1372. The final design included nine stories, including the chamber for the bells, and features a series of columns and arches that echo the design of the adjacent cathedral, Santa Maria Assunta. The tower's iconic lean, which reached about 5.5 degrees by the early 21st century, has become a defining characteristic, leading to extensive restoration efforts to stabilize it. Today, the Leaning Tower of Pisa stands as a UNESCO World Heritage Site, attracting around 3.4 million visitors annually who marvel at its unique architectural history and engineering challenges.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000000,-,-,-,0.000,0.667,11.111,0.000,0.000,-16.667,16.667,0.000,1.000,77.778,66.667,0.000,0.000,100.000,100.000,66.667,83.333,83.333,66.667,TRUE,FALSE,FALSE,FALSE,0,0
What were the events that took place during the Bloody Sunday incident in Northern Ireland in 1972?,"Bloody Sunday occurred on January 30, 1972, in Derry, Northern Ireland, during a civil rights march organized by the Northern Ireland Civil Rights Association. The march aimed to protest against the internment of suspected Irish republicans without trial. Approximately 10,000 people participated, and the event began peacefully at around 2:00 PM. As the march progressed towards the city center, British soldiers from the Parachute Regiment were deployed to contain the protest. 

At around 3:15 PM, soldiers opened fire on the crowd near Saint Andrea Square, resulting in the deaths of 14 unarmed civilians, including 17-year-old Jackie Duddy and 59-year-old Patrick Doherty. Many others were injured, with estimates of around 200 rounds fired and over 30 people wounded. The incident sparked widespread outrage and intensified the conflict known as ""The Troubles"" in Northern Ireland. In the aftermath, the British government conducted the Widgery Tribunal, which largely exonerated the soldiers, leading to further protests and calls for justice.","Bloody Sunday occurred on January 30, 1972, in Derry, Northern Ireland, during a civil rights march organized by the Northern Ireland Civil Rights Association. The march aimed to protest against the internment of suspected Irish republicans without trial. Approximately 10,000 people participated, and the event began peacefully at around 2:00 PM. As the march progressed towards the city center, British soldiers from the Parachute Regiment were deployed to contain the crowd. 

Around 3:00 PM, tensions escalated when soldiers opened fire on the marchers, resulting in the deaths of 14 unarmed civilians, including 17-year-old Jackie Duddy and 31-year-old Patrick Doherty. Many others were injured, with estimates of around 200 rounds fired by the soldiers. The incident sparked outrage and intensified the conflict known as ""The Troubles,"" leading to increased support for the Irish Republican Army (IRA). In 2010, the Saville Inquiry concluded that the killings were unjustified, leading to a formal apology from then-British Prime Minister David Cameron.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000001,-,-,-,-1.000,-0.667,-11.111,33.333,0.000,0.000,16.667,0.000,0.000,66.667,77.778,33.333,0.000,100.000,100.000,100.000,100.000,83.333,66.667,FALSE,FALSE,FALSE,FALSE,0,0
Who is Billie Eilish?,"Billie Eilish is an American singer-songwriter born on December 18, 2001, in Los Angeles, California. She gained widespread recognition with her debut single ""Ocean Eyes,"" released in 2015 when she was just 14 years old, which was written by her brother Finneas O'Connell, who is also her primary collaborator. Eilish's debut album, ""When We All Fall Asleep, Where Do We Go?"" was released on May 29, 2019, and debuted at number one on the Billboard 200 chart. The album features hit singles like ""Bad Guy,"" which topped the Billboard Hot 100 chart, making her the youngest artist to achieve this feat at the time. 

In 2020, Eilish made history by winning five Grammy Awards in one night, including Album of the Year, Record of the Year, and Song of the Year, becoming the youngest artist to win the latter two categories. She is known for her distinctive style, often characterized by baggy clothing and neon hair colors, which she uses to challenge conventional beauty standards. Eilish has also been an advocate for mental health awareness and environmental issues, participating in campaigns like ""Fridays for Future."" In late 2020, she released her second studio album, ""Happier Than Ever,"" which further solidified her status as a leading figure in contemporary music.","Billie Eilish is an American singer-songwriter born on December 18, 2001, in Los Angeles, California. She gained widespread recognition with her debut single ""Ocean Eyes,"" released in 2015 when she was just 14 years old, which was written by her brother Finneas O'Connell, who is also her primary collaborator and producer. Eilish's debut album, ""When We All Fall Asleep, Where Do We Go?"" was released on March 29, 2019, and debuted at number one on the Billboard 200 chart. The album features hit singles like ""Bad Guy,"" which topped the Billboard Hot 100 chart, making her the first artist born in the 2000s to achieve this feat. 

In 2020, Eilish made history at the Grammy Awards by winning five major categories: Album of the Year, Record of the Year, Song of the Year, Best New Artist, and Best Pop Vocal Album, becoming the youngest artist to win Album of the Year. She is known for her distinctive style, often characterized by oversized clothing and a unique aesthetic that challenges traditional pop star norms. Eilish has also been an advocate for mental health awareness and environmental issues, often using her platform to speak out on these topics. In 2021, she released her second studio album, ""Happier Than Ever,"" which further solidified her status in the music industry and included tracks like ""Your Power"" and ""Lost Cause.""",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000015,-,-,-,0.000,-0.333,-11.111,0.000,0.000,0.000,-16.667,0.000,0.000,77.778,88.889,0.000,0.000,100.000,100.000,83.333,83.333,83.333,100.000,FALSE,FALSE,FALSE,FALSE,0,0
Who is Charlize Theron?,"Charlize Theron is a South African-American actress and producer, born on August 7, 1975, in Benoni, South Africa. She gained international fame for her role in the 2003 film ""Monster,"" for which she won the Academy Award for Best Actress, portraying serial killer Aileen Wuornos. Theron has starred in numerous successful films, including ""Mad Max: Fury Road"" (2015), which earned her a BAFTA nomination, and ""Atomic Blonde"" (2017), showcasing her action star capabilities. In addition to her acting career, she founded the Charlize Theron Africa Outreach Project in 2007, aimed at combating HIV/AIDS among African youth. Theron has also been recognized for her work in producing, with her company, Denver and Delilah Productions, producing films like ""Tully"" (2018) and ""The Old Guard"" (2020).","Charlize Theron is a South African-American actress and producer, born on August 7, 1975, in Benoni, South Africa. She gained international fame for her role in the film ""Monster,"" released in March 2003, for which she won the Academy Award for Best Actress, portraying serial killer Aileen Wuornos. Theron has starred in numerous successful films, including ""Mad Max: Fury Road"" (2015), which earned her a BAFTA nomination, and ""Atomic Blonde"" (2017), showcasing her action-hero capabilities. In addition to her acting career, she founded the Charlize Theron Africa Outreach Project in March 2007 to support HIV/AIDS prevention efforts in South Africa. Theron has also received several accolades, including a Golden Globe Award for her performance in ""North Country"" (2005) and a star on the Hollywood Walk of Fame, awarded in 2007.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000028,-,-,-,0.000,1.000,22.222,0.000,0.000,0.000,16.667,0.000,0.000,100.000,77.778,0.000,0.000,100.000,100.000,100.000,100.000,100.000,83.333,FALSE,FALSE,FALSE,FALSE,0,0
Who is Gertrude B. Elion and how has her groundbreaking work on the synthesis of medical drugs from regular compounds influenced pharmaceutical chemistry?,"Gertrude B. Elion (1918-2019) was an American biochemist and pharmacologist whose pioneering work in drug development significantly advanced pharmaceutical chemistry. She co-developed several important medications, including the first effective treatment for leukemia, 6-mercaptopurine, in the 1950s, which became a cornerstone in cancer therapy. Elion's innovative approach involved using the principles of biochemistry to design drugs that targeted specific biochemical pathways, a method that laid the groundwork for modern rational drug design. Alongside her colleague George H. Hitchings, she was awarded the Nobel Prize in Physiology or Medicine in 1988 for their contributions to the development of drugs that treat various diseases, including viral infections and autoimmune disorders. 

Elion's work also led to the development of the antiviral drug acyclovir in the 1970s, which became a critical treatment for herpes simplex virus infections. She spent much of her career at Burroughs Wellcome Co. in Research Triangle Park, North Carolina, where she worked from 1944 until her retirement in 1983. Her legacy includes not only her scientific achievements but also her role as a trailblazer for women in science, inspiring future generations of female scientists. Elion's methodologies and discoveries have had a lasting impact on the pharmaceutical industry, influencing the development of targeted therapies and personalized medicine.","Gertrude B. Elion (1918-2019) was an American biochemist and pharmacologist whose pioneering work in drug development significantly advanced pharmaceutical chemistry. She co-developed several important drugs, including the first effective treatment for leukemia, 6-mercaptopurine, in the 1950s, which became a cornerstone in cancer therapy. Elion's innovative approach involved using knowledge of biochemistry and molecular biology to design drugs that targeted specific biochemical pathways, a method that laid the groundwork for modern drug design. Alongside her colleague George H. Hitchings, she received the Nobel Prize in Physiology or Medicine in 1993 for their contributions to the development of drugs that treat various diseases, including autoimmune disorders and viral infections. 

Elion's work led to the creation of the antiviral drug acyclovir in 1987, which became a critical treatment for herpes simplex virus infections. She was also instrumental in developing azathioprine, an immunosuppressant used in organ transplantation. Throughout her career, Elion worked at Burroughs Wellcome Co. in North Carolina, where she spent over 50 years conducting research. Her legacy continues to influence pharmaceutical chemistry, as her methods of rational drug design are now standard practice in the industry, paving the way for the development of targeted therapies in modern medicine.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000016,-,-,-,0.000,0.667,11.111,0.000,0.000,0.000,0.000,0.000,0.000,66.667,55.556,0.000,0.000,100.000,100.000,100.000,100.000,50.000,50.000,FALSE,FALSE,FALSE,FALSE,0,0
Who is Glenn T. Seaborg and how did his discovery of plutonium and other transuranic elements change the study of heavy elements in chemistry?,"Glenn T. Seaborg was an American chemist born on April 19, 1912, who played a pivotal role in the discovery of plutonium (Pu) in 1940, along with his colleagues Edwin McMillan, Joseph W. Kennedy, and Arthur C. Wohl. This discovery, made at the University of California, Berkeley, marked the first time a transuranic element (elements beyond uranium in the periodic table) was isolated, fundamentally altering the landscape of nuclear chemistry and leading to the identification of several other transuranic elements, including americium (Am) and curium (Cm). Seaborg's work contributed to the development of the actinide series, which expanded the periodic table and provided a framework for understanding the properties and behaviors of heavy elements. His research also had significant implications for nuclear energy and weaponry, particularly during World War II and the subsequent Cold War era. In recognition of his contributions, Seaborg was awarded the Nobel Prize in Chemistry in 1951 and had element 106, seaborgium (Sg), named in his honor in 1997.","Glenn T. Seaborg was an American chemist born on April 19, 1912, who played a pivotal role in the discovery of plutonium (Pu) in 1940, along with his colleagues Edwin McMillan, Joseph W. Kennedy, and Arthur C. Wohl. This discovery, made at the University of California, Berkeley, marked the first time a transuranic element (elements beyond uranium in the periodic table) was isolated, fundamentally altering the landscape of nuclear chemistry and leading to the identification of several other transuranic elements, including americium (Am) and curium (Cm). Seaborg's work contributed to the development of the actinide series, which expanded the periodic table and provided a framework for understanding the properties and behaviors of heavy elements. His research not only advanced scientific knowledge but also had significant implications for nuclear energy and weaponry, particularly during World War II and the subsequent Cold War era. In recognition of his contributions, Seaborg was awarded the Nobel Prize in Chemistry in 1951 and served as the chairman of the Atomic Energy Board from 1961 to 1971, influencing policy on nuclear research and development.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000034,-,-,-,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.778,77.778,0.000,0.000,100.000,100.000,83.333,83.333,83.333,83.333,FALSE,FALSE,FALSE,FALSE,0,0
Who is Kary Mullis and how did his invention of polymerase chain reaction (PCR) revolutionize DNA research and diagnostics in molecular chemistry?,"Kary Mullis was an American biochemist born on December 28, 1944, who won the Nobel Prize in Chemistry in 1993 for inventing the polymerase chain reaction (PCR) in 1983. PCR revolutionized DNA research by allowing scientists to amplify specific DNA sequences exponentially, enabling the analysis of minute quantities of DNA, which was previously a significant limitation in molecular biology. This technique has been pivotal in various applications, including forensic science, where it has been used to solve criminal cases, such as the O.J. Simpson trial in 1995, and in medical diagnostics, such as detecting viral infections like HIV and SARS-CoV-2. Mullis's invention also facilitated advancements in genetic research, including the Human Genome Decoding Project, which began in 1990 and was completed in 2003, mapping the entire human genome. His work has had a lasting impact on fields ranging from genetics to medicine, making PCR a cornerstone technique in laboratories worldwide.","Kary Mullis was an American biochemist born on December 28, 1944, who won the Nobel Prize in Chemistry in 1993 for inventing the polymerase chain reaction (PCR) in 1983. PCR revolutionized DNA research by allowing scientists to amplify specific DNA sequences exponentially, enabling the analysis of minute quantities of DNA, which was crucial for applications in genetics, forensics, and medical diagnostics. For example, in the early 1990s, PCR was instrumental in the identification of the genetic basis of diseases such as cystic fibrosis and in the development of techniques for DNA fingerprinting, which played a pivotal role in criminal investigations. The technology has also been fundamental in the Human Genome Project, which began in 1990 and aimed to map all human genes, ultimately leading to significant advancements in personalized medicine. Mullis's invention has since become a cornerstone of molecular biology, with millions of PCR tests performed daily, especially highlighted during the COVID-19 pandemic for viral detection.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000036,-,-,-,0.000,0.000,11.111,0.000,0.000,16.667,0.000,0.000,0.000,100.000,88.889,0.000,0.000,100.000,100.000,100.000,83.333,100.000,100.000,FALSE,FALSE,FALSE,FALSE,0,0
Who is Millie Bobby Brown?,"Millie Bobby Brown is a British actress and producer, best known for her role as Eleven in the Netflix series ""Stranger Things,"" which premiered on July 15, 2016. Born on February 19, 2004, in Marbella, Spain, she moved to Bournemouth, England, as a seven-year-old. Brown gained widespread recognition for her performance in ""Stranger Things,"" earning two Primetime Emmy Award nominations for Outstanding Supporting Actress in a Drama Series in 2017 and 2018 and an audition with the Queen. In addition to her work on television, she starred in the 2019 film ""Enola Holmes,"" portraying the younger sister of Sherlock Holmes, played by Henry Cavill. 

Millie is also known for her advocacy work, particularly in promoting anti-bullying and worker-rights campaigns as well as supporting UNICEF as its youngest Goodwill Ambassador, appointed in 2018. She has a significant social media presence, with millions of followers on platforms like Instagram and TikTok, where she shares insights into her life and career. In 2021, she launched her own beauty line called Florence by Mills, aimed at Gen Z consumers. As of 2023, she continues to be a prominent figure in the entertainment industry, with upcoming projects including the sequel to ""Enola Holmes.""","Millie Bobby Brown is a British actress and producer, best known for her role as Eleven in the Netflix series ""Stranger Things,"" which premiered on July 15, 2016. Born on February 19, 2004, in Marbella, Spain, she moved to Bournemouth, England, at a young age. Brown began her acting career with guest roles in television series such as ""Once Upon a Time in Wonderland"" (2013) and ""NCIS"" (2014). In addition to her work on ""Stranger Things,"" she starred in the 2019 film ""Enola Holmes,"" portraying the younger sister of Sherlock Holmes, played by Henry Cavill. 

Millie has received several accolades for her performances, including two Screen Actors Guild Awards and a Primetime Emmy Award nomination. Beyond acting, she is also known for her activism, particularly in advocating for children's rights and anti-bullying campaigns. In 2021, she launched her own beauty brand, Florence by Mills, aimed at Gen Z consumers. As of 2023, she continues to be a prominent figure in Hollywood, with upcoming projects including the sequel to ""Enola Holmes.""",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000002,-,-,-,-0.667,-0.667,-22.222,16.667,-16.667,-33.333,-16.667,0.000,1.000,55.556,77.778,16.667,0.000,83.333,100.000,50.000,83.333,66.667,83.333,TRUE,FALSE,FALSE,FALSE,0,0
Who is Robert Pattinson?,"Robert Pattinson is an English actor, producer, and model, born on May 13, 1986, in London, England. He gained international fame for his role as Edward Cullen in the ""Twilight"" film series, which began with ""Twilight"" in 2008, followed by sequels such as ""New Moon"" (2009), ""Eclipse"" (2010), and ""Breaking Dawn"" (2011 and 2012). Pattinson has also starred in critically acclaimed films like ""Cosmopolis"" (2012), directed by David Cronenberg, and ""The Lighthouse"" (2019), where he starred alongside Willem Dafoe. In 2022, he took on the iconic role of Bruce Wayne in ""The Batman,"" directed by Matt Reeves, which was a significant box office success, grossing over $770 million worldwide. 

Beyond acting, Pattinson has worked as a producer and has been involved in various independent films, showcasing his versatility as an artist. He has received numerous accolades, including a BAFTA Rising Star Award in 2010 and nominations for the Critics' Choice Awards. Pattinson is also known for his relationships, notably with actress Kristen Stewart, which garnered significant media attention during the height of the ""Twilight"" franchise. As of 2023, he continues to be a prominent figure in the film industry, known for his eclectic choice of roles and dedication to his craft.","Robert Pattinson is an English actor, producer, and model, born on May 13, 1986, in London, England. He gained international fame for his role as Edward Cullen in the ""Twilight"" film series, which began with ""Twilight"" in 2008, followed by ""New Moon"" (2009), ""Eclipse"" (2010), and ""Breaking Dawn"" Parts 1 and 2 (2011). Pattinson has also starred in critically acclaimed films such as ""Cosmopolis"" (2012), directed by David Cronenberg, and ""The Lighthouse"" (2019), where he starred alongside Willem Dafoe. In 2022, he took on the iconic role of Bruce Wayne in ""The Batman,"" directed by Matt Reeves, which was a significant box office success, grossing over $800 million worldwide. 

Beyond acting, Pattinson has worked as a producer and has been involved in various independent films, showcasing his versatility as an artist. He was previously in a high-profile relationship with co-star Kristen Stewart, which garnered significant media attention during the height of the ""Twilight"" franchise. Pattinson is also known for his unique fashion sense and has been a muse for several high-profile designers, including Dior, for whom he became the face of their fragrance line in 2013. As of 2023, he continues to be a prominent figure in the film industry, but has also started investing in start-up companies related to movies.",en_US,other_v1.1,-,-,Open Q&A,longfact-pairwise-20240805-0000003,-,-,-,0.000,0.667,11.111,0.000,0.000,0.000,16.667,0.000,0.000,100.000,88.889,0.000,0.000,100.000,100.000,100.000,100.000,100.000,83.333,FALSE,FALSE,FALSE,FALSE,0,0
